index,age_end,age_start,age_weights,area,data_type,effective_sample_size,lower_ci,sex,standard_error,upper_ci,value,year_end,year_start,z_bias
1681,99,95,,asia_south,m_all,,,female,-99.0,,0.3674086,2005,2005,0
1682,99,95,,europe_central,m_all,,,female,-99.0,,0.3580746,2005,2005,0
1683,99,95,,sub-saharan_africa_southern,m_all,,,female,-99.0,,0.3832052,2005,2005,0
1684,101,100,,latin_america_andean,m_all,,,female,-99.0,,0.4800921,2005,2005,0
1685,101,100,,sub-saharan_africa_east,m_all,,,female,-99.0,,0.5256566,2005,2005,0
1686,101,100,,sub-saharan_africa_west,m_all,,,female,-99.0,,0.5195377,2005,2005,0
1687,101,100,,latin_america_southern,m_all,,,female,-99.0,,0.4883335,2005,2005,0
1688,101,100,,sub-saharan_africa_southern,m_all,,,female,-99.0,,0.5275632,2005,2005,0
1689,101,100,,oceania,m_all,,,female,-99.0,,0.5398501,2005,2005,0
1690,101,100,,asia_south,m_all,,,female,-99.0,,0.5170079,2005,2005,0
1691,101,100,,europe_central,m_all,,,female,-99.0,,0.5093881,2005,2005,0
1692,101,100,,asia_southeast,m_all,,,female,-99.0,,0.5031277,2005,2005,0
1693,101,100,,north_africa_middle_east,m_all,,,female,-99.0,,0.5095689,2005,2005,0
1694,101,100,,australasia,m_all,,,female,-99.0,,0.4719977,2005,2005,0
1695,101,100,,asia_central,m_all,,,female,-99.0,,0.5197313,2005,2005,0
1696,101,100,,north_america_high_income,m_all,,,female,-99.0,,0.4812742,2005,2005,0
1697,101,100,,caribbean,m_all,,,female,-99.0,,0.499181,2005,2005,0
1698,101,100,,asia_pacific_high_income,m_all,,,female,-99.0,,0.4565341,2005,2005,0
1699,101,100,,europe_western,m_all,,,female,-99.0,,0.4801346,2005,2005,0
1700,101,100,,latin_america_tropical,m_all,,,female,-99.0,,0.4923385,2005,2005,0
1701,101,100,,latin_america_central,m_all,,,female,-99.0,,0.4829312,2005,2005,0
1702,101,100,,asia_east,m_all,,,female,-99.0,,0.5067645,2005,2005,0
1703,101,100,,sub-saharan_africa_central,m_all,,,female,-99.0,,0.5265885,2005,2005,0
1704,0,0,,asia_pacific_high_income,m_all,,,male,-99.0,,0.0061652,1990,1990,0
1705,0,0,,latin_america_andean,m_all,,,male,-99.0,,0.0607373,1990,1990,0
1706,0,0,,caribbean,m_all,,,male,-99.0,,0.06357,1990,1990,0
1707,0,0,,asia_southeast,m_all,,,male,-99.0,,0.0543077,1990,1990,0
1708,0,0,,europe_central,m_all,,,male,-99.0,,0.019847,1990,1990,0
1709,0,0,,asia_central,m_all,,,male,-99.0,,0.060832,1990,1990,0
1710,0,0,,latin_america_central,m_all,,,male,-99.0,,0.0347844,1990,1990,0
1711,0,0,,sub-saharan_africa_east,m_all,,,male,-99.0,,0.1413691,1990,1990,0
1712,0,0,,asia_east,m_all,,,male,-99.0,,0.0370438,1990,1990,0
1713,0,0,,europe_eastern,m_all,,,male,-99.0,,0.0227405,1990,1990,0
1714,0,0,,north_america_high_income,m_all,,,male,-99.0,,0.0105329,1990,1990,0
1715,0,0,,sub-saharan_africa_southern,m_all,,,male,-99.0,,0.0574415,1990,1990,0
1716,0,0,,asia_south,m_all,,,male,-99.0,,0.0981222,1990,1990,0
1717,0,0,,latin_america_tropical,m_all,,,male,-99.0,,0.0526828,1990,1990,0
1718,0,0,,oceania,m_all,,,male,-99.0,,0.0656696,1990,1990,0
1719,0,0,,australasia,m_all,,,male,-99.0,,0.0091768,1990,1990,0
1720,0,0,,north_africa_middle_east,m_all,,,male,-99.0,,0.0621958,1990,1990,0
1721,0,0,,europe_western,m_all,,,male,-99.0,,0.008814,1990,1990,0
1722,0,0,,sub-saharan_africa_central,m_all,,,male,-99.0,,0.1641684,1990,1990,0
1723,0,0,,sub-saharan_africa_west,m_all,,,male,-99.0,,0.1753684,1990,1990,0
1724,4,1,,asia_southeast,m_all,,,male,-99.0,,0.0042431,1990,1990,0
1725,4,1,,caribbean,m_all,,,male,-99.0,,0.0032469,1990,1990,0
1726,4,1,,latin_america_tropical,m_all,,,male,-99.0,,0.0019514,1990,1990,0
1727,4,1,,europe_western,m_all,,,male,-99.0,,0.0004388,1990,1990,0
1728,4,1,,sub-saharan_africa_east,m_all,,,male,-99.0,,0.0135862,1990,1990,0
1729,4,1,,sub-saharan_africa_west,m_all,,,male,-99.0,,0.0164253,1990,1990,0
1730,4,1,,north_africa_middle_east,m_all,,,male,-99.0,,0.0042111,1990,1990,0
1731,4,1,,sub-saharan_africa_southern,m_all,,,male,-99.0,,0.0035118,1990,1990,0
1732,4,1,,asia_east,m_all,,,male,-99.0,,0.0019861,1990,1990,0
1733,4,1,,latin_america_andean,m_all,,,male,-99.0,,0.0052967,1990,1990,0
1734,4,1,,sub-saharan_africa_central,m_all,,,male,-99.0,,0.0166365,1990,1990,0
1735,4,1,,north_america_high_income,m_all,,,male,-99.0,,0.0005152,1990,1990,0
1736,4,1,,australasia,m_all,,,male,-99.0,,0.0004754,1990,1990,0
1737,4,1,,europe_central,m_all,,,male,-99.0,,0.0008774,1990,1990,0
1738,4,1,,oceania,m_all,,,male,-99.0,,0.0040794,1990,1990,0
1739,4,1,,latin_america_southern,m_all,,,male,-99.0,,0.0010083,1990,1990,0
1740,4,1,,europe_eastern,m_all,,,male,-99.0,,0.0014086,1990,1990,0
1741,4,1,,asia_south,m_all,,,male,-99.0,,0.0059266,1990,1990,0
1742,4,1,,asia_central,m_all,,,male,-99.0,,0.0042972,1990,1990,0
1743,4,1,,latin_america_central,m_all,,,male,-99.0,,0.0028704,1990,1990,0
1744,9,5,,north_africa_middle_east,m_all,,,male,-99.0,,0.0009493,1990,1990,0
1745,9,5,,asia_central,m_all,,,male,-99.0,,0.0009416,1990,1990,0
1746,9,5,,sub-saharan_africa_east,m_all,,,male,-99.0,,0.0022207,1990,1990,0
1747,9,5,,asia_east,m_all,,,male,-99.0,,0.000624,1990,1990,0
1748,9,5,,asia_south,m_all,,,male,-99.0,,0.0020914,1990,1990,0
1749,9,5,,north_america_high_income,m_all,,,male,-99.0,,0.0002573,1990,1990,0
1750,9,5,,sub-saharan_africa_west,m_all,,,male,-99.0,,0.0026696,1990,1990,0
1751,9,5,,australasia,m_all,,,male,-99.0,,0.0002287,1990,1990,0
1752,9,5,,europe_central,m_all,,,male,-99.0,,0.0004061,1990,1990,0
1753,9,5,,caribbean,m_all,,,male,-99.0,,0.0008971,1990,1990,0
1754,9,5,,latin_america_andean,m_all,,,male,-99.0,,0.001125,1990,1990,0
1755,9,5,,sub-saharan_africa_southern,m_all,,,male,-99.0,,0.0008343,1990,1990,0
1756,9,5,,sub-saharan_africa_central,m_all,,,male,-99.0,,0.0026749,1990,1990,0
1757,9,5,,latin_america_central,m_all,,,male,-99.0,,0.0006633,1990,1990,0
1758,9,5,,asia_southeast,m_all,,,male,-99.0,,0.0010042,1990,1990,0
1759,9,5,,europe_western,m_all,,,male,-99.0,,0.0002318,1990,1990,0
1760,9,5,,europe_eastern,m_all,,,male,-99.0,,0.0007655,1990,1990,0
1761,9,5,,latin_america_tropical,m_all,,,male,-99.0,,0.0004895,1990,1990,0
1762,9,5,,oceania,m_all,,,male,-99.0,,0.0010061,1990,1990,0
1763,9,5,,asia_pacific_high_income,m_all,,,male,-99.0,,0.0003341,1990,1990,0
1764,14,10,,latin_america_tropical,m_all,,,male,-99.0,,0.0005558,1990,1990,0
1765,14,10,,sub-saharan_africa_central,m_all,,,male,-99.0,,0.0016476,1990,1990,0
1766,14,10,,latin_america_southern,m_all,,,male,-99.0,,0.0004308,1990,1990,0
1767,14,10,,asia_south,m_all,,,male,-99.0,,0.0012102,1990,1990,0
1768,14,10,,sub-saharan_africa_west,m_all,,,male,-99.0,,0.0014594,1990,1990,0
1769,14,10,,north_africa_middle_east,m_all,,,male,-99.0,,0.0007785,1990,1990,0
1770,14,10,,sub-saharan_africa_southern,m_all,,,male,-99.0,,0.000751,1990,1990,0
1771,14,10,,asia_pacific_high_income,m_all,,,male,-99.0,,0.0002607,1990,1990,0
1772,14,10,,asia_central,m_all,,,male,-99.0,,0.0007538,1990,1990,0
1773,14,10,,australasia,m_all,,,male,-99.0,,0.0002637,1990,1990,0
1774,14,10,,asia_southeast,m_all,,,male,-99.0,,0.000744,1990,1990,0
1775,14,10,,caribbean,m_all,,,male,-99.0,,0.0006971,1990,1990,0
1776,14,10,,north_america_high_income,m_all,,,male,-99.0,,0.0003197,1990,1990,0
1777,14,10,,latin_america_central,m_all,,,male,-99.0,,0.0006037,1990,1990,0
1778,14,10,,europe_eastern,m_all,,,male,-99.0,,0.0006432,1990,1990,0
1779,14,10,,latin_america_andean,m_all,,,male,-99.0,,0.0008293,1990,1990,0
1780,14,10,,sub-saharan_africa_east,m_all,,,male,-99.0,,0.0015593,1990,1990,0
1781,14,10,,asia_east,m_all,,,male,-99.0,,0.0005365,1990,1990,0
1782,14,10,,europe_central,m_all,,,male,-99.0,,0.0003896,1990,1990,0
1783,14,10,,oceania,m_all,,,male,-99.0,,0.0008903,1990,1990,0
1784,19,15,,asia_central,m_all,,,male,-99.0,,0.0015514,1990,1990,0
1785,19,15,,europe_western,m_all,,,male,-99.0,,0.0008273,1990,1990,0
1786,19,15,,oceania,m_all,,,male,-99.0,,0.0020369,1990,1990,0
1787,19,15,,sub-saharan_africa_east,m_all,,,male,-99.0,,0.0025718,1990,1990,0
1788,19,15,,asia_pacific_high_income,m_all,,,male,-99.0,,0.0008216,1990,1990,0
1789,19,15,,sub-saharan_africa_west,m_all,,,male,-99.0,,0.0019345,1990,1990,0
1790,19,15,,north_america_high_income,m_all,,,male,-99.0,,0.0011907,1990,1990,0
1791,19,15,,europe_eastern,m_all,,,male,-99.0,,0.001515,1990,1990,0
1792,19,15,,asia_east,m_all,,,male,-99.0,,0.0012417,1990,1990,0
1793,19,15,,sub-saharan_africa_southern,m_all,,,male,-99.0,,0.0017536,1990,1990,0
1794,19,15,,sub-saharan_africa_central,m_all,,,male,-99.0,,0.0027055,1990,1990,0
1795,19,15,,latin_america_tropical,m_all,,,male,-99.0,,0.001645,1990,1990,0
1796,19,15,,north_africa_middle_east,m_all,,,male,-99.0,,0.0014579,1990,1990,0
1797,19,15,,europe_central,m_all,,,male,-99.0,,0.000949,1990,1990,0
1798,19,15,,latin_america_southern,m_all,,,male,-99.0,,0.0009928,1990,1990,0
1799,19,15,,australasia,m_all,,,male,-99.0,,0.0010475,1990,1990,0
1800,19,15,,asia_southeast,m_all,,,male,-99.0,,0.0014642,1990,1990,0
1801,19,15,,latin_america_central,m_all,,,male,-99.0,,0.0015786,1990,1990,0
1802,19,15,,asia_south,m_all,,,male,-99.0,,0.0017267,1990,1990,0
1803,19,15,,caribbean,m_all,,,male,-99.0,,0.0013147,1990,1990,0
1804,24,20,,latin_america_central,m_all,,,male,-99.0,,0.0027067,1990,1990,0
1805,24,20,,europe_central,m_all,,,male,-99.0,,0.0014483,1990,1990,0
1806,24,20,,europe_western,m_all,,,male,-99.0,,0.0012061,1990,1990,0
1807,24,20,,north_africa_middle_east,m_all,,,male,-99.0,,0.002112,1990,1990,0
1808,24,20,,oceania,m_all,,,male,-99.0,,0.0032222,1990,1990,0
1809,24,20,,asia_pacific_high_income,m_all,,,male,-99.0,,0.0009972,1990,1990,0
1810,24,20,,asia_east,m_all,,,male,-99.0,,0.0017215,1990,1990,0
1811,24,20,,sub-saharan_africa_southern,m_all,,,male,-99.0,,0.0029327,1990,1990,0
1812,24,20,,latin_america_tropical,m_all,,,male,-99.0,,0.0025603,1990,1990,0
1813,24,20,,caribbean,m_all,,,male,-99.0,,0.0019072,1990,1990,0
1814,24,20,,latin_america_southern,m_all,,,male,-99.0,,0.0014562,1990,1990,0
1815,24,20,,asia_central,m_all,,,male,-99.0,,0.0025061,1990,1990,0
1816,24,20,,north_america_high_income,m_all,,,male,-99.0,,0.001588,1990,1990,0
1817,24,20,,sub-saharan_africa_east,m_all,,,male,-99.0,,0.0043321,1990,1990,0
1818,24,20,,asia_south,m_all,,,male,-99.0,,0.0023598,1990,1990,0
1819,24,20,,latin_america_andean,m_all,,,male,-99.0,,0.0019986,1990,1990,0
1820,24,20,,sub-saharan_africa_west,m_all,,,male,-99.0,,0.0030467,1990,1990,0
1821,24,20,,sub-saharan_africa_central,m_all,,,male,-99.0,,0.0046198,1990,1990,0
1822,24,20,,australasia,m_all,,,male,-99.0,,0.0014677,1990,1990,0
1823,24,20,,asia_southeast,m_all,,,male,-99.0,,0.002342,1990,1990,0
1824,29,25,,latin_america_central,m_all,,,male,-99.0,,0.0031833,1990,1990,0
1825,29,25,,north_america_high_income,m_all,,,male,-99.0,,0.0017681,1990,1990,0
1826,29,25,,sub-saharan_africa_west,m_all,,,male,-99.0,,0.0035617,1990,1990,0
1827,29,25,,sub-saharan_africa_east,m_all,,,male,-99.0,,0.005406,1990,1990,0
1828,29,25,,sub-saharan_africa_southern,m_all,,,male,-99.0,,0.003543,1990,1990,0
1829,29,25,,asia_east,m_all,,,male,-99.0,,0.0017462,1990,1990,0
1830,29,25,,asia_central,m_all,,,male,-99.0,,0.0029375,1990,1990,0
1831,29,25,,caribbean,m_all,,,male,-99.0,,0.0021803,1990,1990,0
1832,29,25,,australasia,m_all,,,male,-99.0,,0.0013794,1990,1990,0
1833,29,25,,oceania,m_all,,,male,-99.0,,0.0037633,1990,1990,0
1834,29,25,,asia_southeast,m_all,,,male,-99.0,,0.0026826,1990,1990,0
1835,29,25,,europe_eastern,m_all,,,male,-99.0,,0.0031865,1990,1990,0
1836,29,25,,latin_america_southern,m_all,,,male,-99.0,,0.0015186,1990,1990,0
1837,29,25,,europe_central,m_all,,,male,-99.0,,0.0016707,1990,1990,0
1838,29,25,,europe_western,m_all,,,male,-99.0,,0.0012871,1990,1990,0
1839,29,25,,latin_america_andean,m_all,,,male,-99.0,,0.0022649,1990,1990,0
1840,29,25,,sub-saharan_africa_central,m_all,,,male,-99.0,,0.0057066,1990,1990,0
1841,29,25,,latin_america_tropical,m_all,,,male,-99.0,,0.0028178,1990,1990,0
1842,29,25,,north_africa_middle_east,m_all,,,male,-99.0,,0.0022861,1990,1990,0
1843,29,25,,asia_south,m_all,,,male,-99.0,,0.0025958,1990,1990,0
1844,34,30,,latin_america_tropical,m_all,,,male,-99.0,,0.0034764,1990,1990,0
1845,34,30,,asia_pacific_high_income,m_all,,,male,-99.0,,0.0014064,1990,1990,0
1846,34,30,,asia_southeast,m_all,,,male,-99.0,,0.0031346,1990,1990,0
1847,34,30,,latin_america_andean,m_all,,,male,-99.0,,0.002562,1990,1990,0
1848,34,30,,europe_western,m_all,,,male,-99.0,,0.0014651,1990,1990,0
1849,34,30,,sub-saharan_africa_southern,m_all,,,male,-99.0,,0.0043909,1990,1990,0
1850,34,30,,north_africa_middle_east,m_all,,,male,-99.0,,0.002615,1990,1990,0
1851,34,30,,latin_america_central,m_all,,,male,-99.0,,0.0033948,1990,1990,0
1852,34,30,,caribbean,m_all,,,male,-99.0,,0.0027541,1990,1990,0
1853,34,30,,sub-saharan_africa_west,m_all,,,male,-99.0,,0.0040063,1990,1990,0
1854,34,30,,asia_east,m_all,,,male,-99.0,,0.0020024,1990,1990,0
1855,34,30,,latin_america_southern,m_all,,,male,-99.0,,0.0018621,1990,1990,0
1856,34,30,,europe_central,m_all,,,male,-99.0,,0.0023266,1990,1990,0
1857,34,30,,asia_central,m_all,,,male,-99.0,,0.0035138,1990,1990,0
1858,34,30,,australasia,m_all,,,male,-99.0,,0.0013345,1990,1990,0
1859,34,30,,north_america_high_income,m_all,,,male,-99.0,,0.0021312,1990,1990,0
1860,34,30,,europe_eastern,m_all,,,male,-99.0,,0.0040229,1990,1990,0
1861,34,30,,sub-saharan_africa_central,m_all,,,male,-99.0,,0.0069564,1990,1990,0
1862,34,30,,sub-saharan_africa_east,m_all,,,male,-99.0,,0.0064744,1990,1990,0
1863,34,30,,oceania,m_all,,,male,-99.0,,0.0047814,1990,1990,0
1864,39,35,,asia_central,m_all,,,male,-99.0,,0.0048392,1990,1990,0
1865,39,35,,asia_southeast,m_all,,,male,-99.0,,0.0041012,1990,1990,0
1866,39,35,,north_africa_middle_east,m_all,,,male,-99.0,,0.003471,1990,1990,0
1867,39,35,,sub-saharan_africa_east,m_all,,,male,-99.0,,0.0085384,1990,1990,0
1868,39,35,,europe_western,m_all,,,male,-99.0,,0.0018316,1990,1990,0
1869,39,35,,north_america_high_income,m_all,,,male,-99.0,,0.0026457,1990,1990,0
1870,39,35,,oceania,m_all,,,male,-99.0,,0.0069584,1990,1990,0
1871,39,35,,asia_south,m_all,,,male,-99.0,,0.0041723,1990,1990,0
1872,39,35,,europe_central,m_all,,,male,-99.0,,0.0034275,1990,1990,0
1873,39,35,,latin_america_central,m_all,,,male,-99.0,,0.0039006,1990,1990,0
1874,39,35,,latin_america_andean,m_all,,,male,-99.0,,0.0032224,1990,1990,0
1875,39,35,,sub-saharan_africa_west,m_all,,,male,-99.0,,0.004992,1990,1990,0
1876,39,35,,asia_east,m_all,,,male,-99.0,,0.0027004,1990,1990,0
1877,39,35,,sub-saharan_africa_southern,m_all,,,male,-99.0,,0.0060691,1990,1990,0
1878,39,35,,australasia,m_all,,,male,-99.0,,0.0014967,1990,1990,0
1879,39,35,,asia_pacific_high_income,m_all,,,male,-99.0,,0.0017965,1990,1990,0
1880,39,35,,sub-saharan_africa_central,m_all,,,male,-99.0,,0.0090128,1990,1990,0
1881,39,35,,caribbean,m_all,,,male,-99.0,,0.0034784,1990,1990,0
1882,39,35,,latin_america_southern,m_all,,,male,-99.0,,0.0025308,1990,1990,0
1883,39,35,,europe_eastern,m_all,,,male,-99.0,,0.0052608,1990,1990,0
1884,44,40,,sub-saharan_africa_southern,m_all,,,male,-99.0,,0.0083877,1990,1990,0
1885,44,40,,europe_central,m_all,,,male,-99.0,,0.0052296,1990,1990,0
1886,44,40,,asia_southeast,m_all,,,male,-99.0,,0.0054604,1990,1990,0
1887,44,40,,latin_america_central,m_all,,,male,-99.0,,0.0046414,1990,1990,0
1888,44,40,,australasia,m_all,,,male,-99.0,,0.002035,1990,1990,0
1889,44,40,,sub-saharan_africa_central,m_all,,,male,-99.0,,0.0110469,1990,1990,0
1890,44,40,,asia_south,m_all,,,male,-99.0,,0.0058006,1990,1990,0
1891,44,40,,latin_america_southern,m_all,,,male,-99.0,,0.0039329,1990,1990,0
1892,44,40,,europe_eastern,m_all,,,male,-99.0,,0.0073724,1990,1990,0
1893,44,40,,sub-saharan_africa_east,m_all,,,male,-99.0,,0.010553,1990,1990,0
1894,44,40,,latin_america_tropical,m_all,,,male,-99.0,,0.0055618,1990,1990,0
1895,44,40,,asia_east,m_all,,,male,-99.0,,0.0039535,1990,1990,0
1896,44,40,,north_america_high_income,m_all,,,male,-99.0,,0.0032594,1990,1990,0
1897,44,40,,europe_western,m_all,,,male,-99.0,,0.0026048,1990,1990,0
1898,44,40,,north_africa_middle_east,m_all,,,male,-99.0,,0.0047996,1990,1990,0
1899,44,40,,asia_pacific_high_income,m_all,,,male,-99.0,,0.00257,1990,1990,0
1900,44,40,,oceania,m_all,,,male,-99.0,,0.0098813,1990,1990,0
1901,44,40,,asia_central,m_all,,,male,-99.0,,0.0066606,1990,1990,0
1902,44,40,,latin_america_andean,m_all,,,male,-99.0,,0.0041738,1990,1990,0
1903,44,40,,sub-saharan_africa_west,m_all,,,male,-99.0,,0.0063002,1990,1990,0
1904,49,45,,australasia,m_all,,,male,-99.0,,0.0031892,1990,1990,0
1905,49,45,,sub-saharan_africa_central,m_all,,,male,-99.0,,0.0141845,1990,1990,0
1906,49,45,,sub-saharan_africa_southern,m_all,,,male,-99.0,,0.012175,1990,1990,0
1907,49,45,,oceania,m_all,,,male,-99.0,,0.0143236,1990,1990,0
1908,49,45,,north_america_high_income,m_all,,,male,-99.0,,0.0047469,1990,1990,0
1909,49,45,,latin_america_central,m_all,,,male,-99.0,,0.0062372,1990,1990,0
1910,49,45,,asia_south,m_all,,,male,-99.0,,0.0086639,1990,1990,0
1911,49,45,,latin_america_tropical,m_all,,,male,-99.0,,0.0077697,1990,1990,0
1912,49,45,,caribbean,m_all,,,male,-99.0,,0.00679,1990,1990,0
1913,49,45,,asia_southeast,m_all,,,male,-99.0,,0.0076668,1990,1990,0
1914,49,45,,sub-saharan_africa_east,m_all,,,male,-99.0,,0.0138284,1990,1990,0
1915,49,45,,asia_east,m_all,,,male,-99.0,,0.0061876,1990,1990,0
1916,49,45,,latin_america_southern,m_all,,,male,-99.0,,0.0061498,1990,1990,0
1917,49,45,,europe_eastern,m_all,,,male,-99.0,,0.0109341,1990,1990,0
1918,49,45,,europe_western,m_all,,,male,-99.0,,0.0041525,1990,1990,0
1919,49,45,,asia_central,m_all,,,male,-99.0,,0.009554,1990,1990,0
1920,49,45,,north_africa_middle_east,m_all,,,male,-99.0,,0.0069823,1990,1990,0
1921,49,45,,sub-saharan_africa_west,m_all,,,male,-99.0,,0.0085029,1990,1990,0
1922,49,45,,asia_pacific_high_income,m_all,,,male,-99.0,,0.0041231,1990,1990,0
1923,49,45,,latin_america_andean,m_all,,,male,-99.0,,0.0056586,1990,1990,0
1924,54,50,,sub-saharan_africa_east,m_all,,,male,-99.0,,0.0185864,1990,1990,0
1925,54,50,,asia_pacific_high_income,m_all,,,male,-99.0,,0.0066521,1990,1990,0
1926,54,50,,asia_east,m_all,,,male,-99.0,,0.0098914,1990,1990,0
1927,54,50,,asia_south,m_all,,,male,-99.0,,0.0132274,1990,1990,0
1928,54,50,,asia_southeast,m_all,,,male,-99.0,,0.0111685,1990,1990,0
1929,54,50,,latin_america_central,m_all,,,male,-99.0,,0.0087788,1990,1990,0
1930,54,50,,sub-saharan_africa_central,m_all,,,male,-99.0,,0.0192125,1990,1990,0
1931,54,50,,europe_western,m_all,,,male,-99.0,,0.0066943,1990,1990,0
1932,54,50,,europe_eastern,m_all,,,male,-99.0,,0.0158363,1990,1990,0
1933,54,50,,sub-saharan_africa_west,m_all,,,male,-99.0,,0.0119796,1990,1990,0
1934,54,50,,europe_central,m_all,,,male,-99.0,,0.0126582,1990,1990,0
1935,54,50,,caribbean,m_all,,,male,-99.0,,0.0099804,1990,1990,0
1936,54,50,,latin_america_southern,m_all,,,male,-99.0,,0.0099375,1990,1990,0
1937,54,50,,latin_america_andean,m_all,,,male,-99.0,,0.0081637,1990,1990,0
1938,54,50,,australasia,m_all,,,male,-99.0,,0.0055708,1990,1990,0
1939,54,50,,sub-saharan_africa_southern,m_all,,,male,-99.0,,0.0180773,1990,1990,0
1940,54,50,,asia_central,m_all,,,male,-99.0,,0.014155,1990,1990,0
1941,54,50,,latin_america_tropical,m_all,,,male,-99.0,,0.0106903,1990,1990,0
1942,54,50,,north_africa_middle_east,m_all,,,male,-99.0,,0.0107176,1990,1990,0
1943,54,50,,oceania,m_all,,,male,-99.0,,0.0210725,1990,1990,0
1944,59,55,,europe_central,m_all,,,male,-99.0,,0.0188912,1990,1990,0
1945,59,55,,asia_central,m_all,,,male,-99.0,,0.0201602,1990,1990,0
1946,59,55,,australasia,m_all,,,male,-99.0,,0.0095294,1990,1990,0
1947,59,55,,europe_western,m_all,,,male,-99.0,,0.011057,1990,1990,0
1948,59,55,,north_america_high_income,m_all,,,male,-99.0,,0.0118527,1990,1990,0
1949,59,55,,sub-saharan_africa_southern,m_all,,,male,-99.0,,0.025722,1990,1990,0
1950,59,55,,sub-saharan_africa_central,m_all,,,male,-99.0,,0.0249114,1990,1990,0
1951,59,55,,latin_america_central,m_all,,,male,-99.0,,0.0123108,1990,1990,0
1952,59,55,,latin_america_southern,m_all,,,male,-99.0,,0.0153049,1990,1990,0
1953,59,55,,europe_eastern,m_all,,,male,-99.0,,0.0228262,1990,1990,0
1954,59,55,,sub-saharan_africa_west,m_all,,,male,-99.0,,0.0167261,1990,1990,0
1955,59,55,,asia_south,m_all,,,male,-99.0,,0.0195158,1990,1990,0
1956,59,55,,latin_america_tropical,m_all,,,male,-99.0,,0.0153862,1990,1990,0
1957,59,55,,sub-saharan_africa_east,m_all,,,male,-99.0,,0.0245075,1990,1990,0
1958,59,55,,asia_east,m_all,,,male,-99.0,,0.0155042,1990,1990,0
1959,59,55,,asia_pacific_high_income,m_all,,,male,-99.0,,0.0101405,1990,1990,0
1960,59,55,,oceania,m_all,,,male,-99.0,,0.0296146,1990,1990,0
1961,59,55,,caribbean,m_all,,,male,-99.0,,0.0148055,1990,1990,0
1962,59,55,,north_africa_middle_east,m_all,,,male,-99.0,,0.0160471,1990,1990,0
1963,59,55,,asia_southeast,m_all,,,male,-99.0,,0.0160079,1990,1990,0
1964,64,60,,caribbean,m_all,,,male,-99.0,,0.0224686,1990,1990,0
1965,64,60,,north_africa_middle_east,m_all,,,male,-99.0,,0.0246261,1990,1990,0
1966,64,60,,north_america_high_income,m_all,,,male,-99.0,,0.0186716,1990,1990,0
1967,64,60,,sub-saharan_africa_central,m_all,,,male,-99.0,,0.0371069,1990,1990,0
1968,64,60,,latin_america_tropical,m_all,,,male,-99.0,,0.0214063,1990,1990,0
1969,64,60,,asia_south,m_all,,,male,-99.0,,0.0312806,1990,1990,0
1970,64,60,,sub-saharan_africa_southern,m_all,,,male,-99.0,,0.0381403,1990,1990,0
1971,64,60,,europe_western,m_all,,,male,-99.0,,0.0177241,1990,1990,0
1972,64,60,,latin_america_southern,m_all,,,male,-99.0,,0.0229794,1990,1990,0
1973,64,60,,europe_central,m_all,,,male,-99.0,,0.0280703,1990,1990,0
1974,64,60,,asia_central,m_all,,,male,-99.0,,0.0303444,1990,1990,0
1975,64,60,,asia_southeast,m_all,,,male,-99.0,,0.024552,1990,1990,0
1976,64,60,,latin_america_andean,m_all,,,male,-99.0,,0.0184849,1990,1990,0
1977,64,60,,sub-saharan_africa_west,m_all,,,male,-99.0,,0.0253567,1990,1990,0
1978,64,60,,australasia,m_all,,,male,-99.0,,0.0162703,1990,1990,0
1979,64,60,,oceania,m_all,,,male,-99.0,,0.0431704,1990,1990,0
1980,64,60,,asia_pacific_high_income,m_all,,,male,-99.0,,0.0148067,1990,1990,0
1981,64,60,,sub-saharan_africa_east,m_all,,,male,-99.0,,0.0355499,1990,1990,0
1982,64,60,,asia_east,m_all,,,male,-99.0,,0.0241774,1990,1990,0
1983,64,60,,europe_eastern,m_all,,,male,-99.0,,0.0335625,1990,1990,0
1984,69,65,,north_africa_middle_east,m_all,,,male,-99.0,,0.0364459,1990,1990,0
1985,69,65,,north_america_high_income,m_all,,,male,-99.0,,0.0282419,1990,1990,0
1986,69,65,,latin_america_andean,m_all,,,male,-99.0,,0.0271576,1990,1990,0
1987,69,65,,europe_central,m_all,,,male,-99.0,,0.041187,1990,1990,0
1988,69,65,,europe_western,m_all,,,male,-99.0,,0.0281515,1990,1990,0
1989,69,65,,latin_america_central,m_all,,,male,-99.0,,0.0260384,1990,1990,0
1990,69,65,,oceania,m_all,,,male,-99.0,,0.059503,1990,1990,0
1991,69,65,,asia_pacific_high_income,m_all,,,male,-99.0,,0.0228998,1990,1990,0
1992,69,65,,asia_central,m_all,,,male,-99.0,,0.0439325,1990,1990,0
1993,69,65,,latin_america_southern,m_all,,,male,-99.0,,0.0332553,1990,1990,0
1994,69,65,,caribbean,m_all,,,male,-99.0,,0.0332149,1990,1990,0
1995,69,65,,australasia,m_all,,,male,-99.0,,0.0265748,1990,1990,0
1996,69,65,,asia_south,m_all,,,male,-99.0,,0.044495,1990,1990,0
1997,69,65,,asia_east,m_all,,,male,-99.0,,0.0370192,1990,1990,0
1998,69,65,,europe_eastern,m_all,,,male,-99.0,,0.0464874,1990,1990,0
1999,69,65,,sub-saharan_africa_southern,m_all,,,male,-99.0,,0.0539566,1990,1990,0
